"","post_id","push_type","push_id","push_content","push_ip","push_date_time"
"29","M.1576253984.A.842","推","lithan","聖誕節吧，什麼都有可能發生",NA,2019-12-14 17:27:00
"30","M.1576253984.A.842","推","cuteSquirrel","口氣和態度吧 XD",NA,2019-12-14 19:03:00
"31","M.1576253984.A.842","→","as30385438","還好吧，前面有一篇很基本的迴圈問題，還被回了超多篇",NA,2019-12-14 21:27:00
"32","M.1576253984.A.842","推","st1009","聖誕不是12/25嘛？還是我太久沒過了，記不清楚了...",NA,2019-12-14 22:31:00
"33","M.1576253984.A.842","推","cuteSquirrel","外資和外商確實有這個氣氛,+新年串在一起放長假XD",NA,2019-12-14 23:07:00
"34","M.1576253984.A.842","→","benson415","是的，不然平常一些發完文就消失的，實在沒動力幫忙",NA,2019-12-15 03:17:00
"35","M.1576253984.A.842","→","oo855050","QAQ感謝各位如此熱心",NA,2019-12-15 08:20:00
"36","M.1576241363.A.239","→","max533","可參考官網，使用方式是python manage.py .....",NA,2019-12-13 22:52:00
"37","M.1576227965.A.4BC","→","kobe8112","把name印出來",NA,2019-12-13 17:40:00
"38","M.1576184599.A.897","推","Sunal","os.path.join 不要用+的",NA,2019-12-13 06:53:00
"39","M.1576184599.A.897","→","roccqqck","不要這樣命名.....",NA,2019-12-13 10:03:00
"40","M.1576184599.A.897","推","roccqqck","為何不用_",NA,2019-12-13 10:05:00
"41","M.1576184599.A.897","→","roccqqck","給個為何原因一定要斜線?",NA,2019-12-13 10:08:00
"42","M.1576184599.A.897","推","robert09080","本來就不能用 斜線 命名吧？你隨便開一個檔案重新命",NA,2019-12-13 10:29:00
"43","M.1576184599.A.897","→","robert09080","名看能不能打 斜線 ，我記得會跑出錯誤的呀",NA,2019-12-13 10:29:00
"44","M.1576184599.A.897","→","roccqqck","改底線_就對了",NA,2019-12-13 13:10:00
"45","M.1576184599.A.897","→","kobe8112","覺得影響直觀閱讀的話，檔名的斜線一律替換成全形就好了",NA,2019-12-13 13:56:00
"46","M.1576184599.A.897","→","BZnoo","檔名採用半形斜線字元的需求真的極少見",NA,2019-12-13 15:02:00
"47","M.1576184599.A.897","→","kobe8112","不就是字串替換而已嗎?還是你是別的意思?",NA,2019-12-13 17:36:00
"48","M.1576184599.A.897","推","dces4212","replace不是顧名思義嗎xd",NA,2019-12-14 14:06:00
"49","M.1576184599.A.897","→","s4028600","抱歉我英文基本是看不懂...",NA,2019-12-15 11:14:00
"50","M.1576184599.A.897","→","kobe8112","把英文提升到國中程度，對寫程式很有幫助的，",NA,2019-12-15 19:58:00
"51","M.1576184599.A.897","→","kobe8112","提升到高中程度，有很多問題就可以自己爬國外資訊，",NA,2019-12-15 19:58:00
"52","M.1576184599.A.897","→","kobe8112","想要精進程式能力，建議還是要有一定心力放在英文上(如",NA,2019-12-15 19:59:00
"53","M.1576184599.A.897","→","kobe8112","果你以前因為任何理由沒什麼學過的話)",NA,2019-12-15 20:00:00
"54","M.1576184599.A.897","→","s4028600","至少那些重複出現的字已經能手打不用再複製貼上了",NA,2019-12-15 21:44:00
"55","M.1576164195.A.C2E","推","cuteSquirrel","Coursera, mit-mooc 蠻多python的好課程",NA,2019-12-12 23:56:00
"56","M.1576164195.A.C2E","→","cuteSquirrel","python for everybody: https://bit.ly/38xhOuK",NA,2019-12-12 23:57:00
"57","M.1576164195.A.C2E","→","cuteSquirrel","MIT-6.0001 CS in python:  https://bit.ly/38vWztp",NA,2019-12-12 23:58:00
"58","M.1576164195.A.C2E","→","cuteSquirrel","討論區裡會有同一期的同學問問題，也有TA。",NA,2019-12-13 00:00:00
"59","M.1576164195.A.C2E","→","cuteSquirrel","假如是卡住或是想要問特定問題的解法和思路",NA,2019-12-13 00:01:00
"60","M.1576164195.A.C2E","→","cuteSquirrel","善用stackoverflow + python 回報的error message",NA,2019-12-13 00:01:00
"61","M.1576164195.A.C2E","→","cuteSquirrel","學會之後，試著寫成筆記或這回答別人的問題。",NA,2019-12-13 00:03:00
"62","M.1576164195.A.C2E","→","cuteSquirrel","模仿+反思+輸出回饋 是很有效率的學習模式。",NA,2019-12-13 00:04:00
"63","M.1576164195.A.C2E","推","Jekk","一直google...",NA,2019-12-13 00:21:00
"64","M.1576164195.A.C2E","推","canblow","stackoverflow",NA,2019-12-13 01:34:00
"65","M.1576164195.A.C2E","→","vi000246","建議還是要有人問比較好",NA,2019-12-13 08:45:00
"66","M.1576164195.A.C2E","推","TuCH","找個專案加入  找個高手一起學",NA,2019-12-13 09:33:00
"67","M.1576164195.A.C2E","→","outshaker","程式家教 104家教網有很多",NA,2019-12-13 09:33:00
"68","M.1576164195.A.C2E","推","wargods8402","同樣有這個困擾...可是是對C...",NA,2019-12-13 09:43:00
"69","M.1576164195.A.C2E","→","alvinlin","像是？有具體的問題嗎？",NA,2019-12-13 11:11:00
"70","M.1576164195.A.C2E","推","froce","自己去學著Google和看debug，it邦幫忙和這裡熱心的也不少",NA,2019-12-13 16:47:00
"71","M.1576164195.A.C2E","→","hongyan","基本上都是 stackoverflow搜關鍵字找",NA,2019-12-14 12:46:00
"72","M.1576164195.A.C2E","推","only0307","stackoverflow，唯一正解，有時候答案也不一定對的，要",NA,2019-12-14 21:02:00
"73","M.1576164195.A.C2E","→","only0307","小心",NA,2019-12-14 21:02:00
"74","M.1576164195.A.C2E","推","yummy8765","推這篇 是可以去找stackoverflow",NA,2019-12-16 07:05:00
"75","M.1576164195.A.C2E","→","yummy8765","如果沒有經濟上考量的話請個家教也不錯",NA,2019-12-16 07:06:00
"76","M.1576153727.A.373","推","froce","countDict = list(item for item in l1 if l1.count(item)",NA,2019-12-12 20:34:00
"77","M.1576153727.A.373","→","s4028600","原來如此 利用出現過幾次來做條件嗎...",NA,2019-12-12 22:25:00
"78","M.1576153727.A.373","→","CaptPlanet","[l1.remove(x) for x in l1]",NA,2019-12-12 23:20:00
"79","M.1576153727.A.373","→","CaptPlanet","ans = set(l2) - set(l1)",NA,2019-12-12 23:20:00
"80","M.1576153727.A.373","推","cuteSquirrel","用字典或list.count(), 透過出現次數去篩選",NA,2019-12-13 00:42:00
"81","M.1576153727.A.373","→","cuteSquirrel"," https://bit.ly/2rvM60B",NA,2019-12-13 00:43:00
"82","M.1576153727.A.373","推","eric781101","iterate一遍丟進set, set.remove(e) if e in set else",NA,2019-12-13 15:27:00
"83","M.1576153727.A.373","→","eric781101"," set.add(e)",NA,2019-12-13 15:27:00
"84","M.1576153727.A.373","推","Sunal","set() ^ set()",NA,2019-12-13 20:26:00
"85","M.1576153727.A.373","推","gene50814","a = pd.Series(l1)",NA,2019-12-14 05:13:00
"86","M.1576153727.A.373","→","gene50814","b = list(a[a.duplicated])",NA,2019-12-14 05:13:00
"87","M.1576153727.A.373","→","gene50814","[i for i in l1 if i not in b]",NA,2019-12-14 05:13:00
"88","M.1576153727.A.373","→","gene50814","更正 duplicated()",NA,2019-12-14 05:14:00
"89","M.1576153727.A.373","推","Sunal","set 做 XOR 就好了 一行結束 就是我上一個推文推的",NA,2019-12-14 10:01:00
"90","M.1576153727.A.373","推","Sunal","pandas用在這太大材小用了",NA,2019-12-14 10:03:00
"91","M.1576153727.A.373","推","omd","列表不合併，直接轉set，然後照Sunal大方法",NA,2019-12-15 18:36:00
"92","M.1576153727.A.373","→","ddavid","set XOR不符原Po需求，因為合併後重複包括a裡面直接就出現",NA,2019-12-15 22:47:00
"93","M.1576153727.A.373","→","ddavid","兩次以上的這種，set XOR只會刪掉兩邊都出現的",NA,2019-12-15 22:47:00
"94","M.1576153727.A.373","→","crazycy","都轉成Set了 裡面怎麼會有重複的...",NA,2019-12-15 23:30:00
"95","M.1576153727.A.373","推","pingxx123","from collections import Counter",NA,2019-12-16 13:11:00
"96","M.1576153727.A.373","→","pingxx123","l2 = Counter(l1)",NA,2019-12-16 13:11:00
"97","M.1576153727.A.373","→","pingxx123","result = [key for key,value in c.items() if value =",NA,2019-12-16 13:11:00
"98","M.1576153727.A.373","→","pingxx123","= 1]",NA,2019-12-16 13:11:00
"99","M.1576153727.A.373","→","pingxx123","最後一行是這個才對",NA,2019-12-16 13:12:00
"100","M.1576153727.A.373","→","pingxx123","result = [key for key,value in l2.items() if value",NA,2019-12-16 13:12:00
"101","M.1576153727.A.373","→","pingxx123"," == 1]",NA,2019-12-16 13:12:00
"102","M.1576149148.A.72D","推","froce","就直接執行實例下的方法啊？",NA,2019-12-13 16:21:00
"103","M.1576149148.A.72D","→","froce","建議你寫點虛擬code來看看才會知道你要什麼",NA,2019-12-13 16:21:00
"104","M.1576149148.A.72D","→","Lee1027","我加注一下回答",NA,2019-12-13 16:28:00
"105","M.1576133066.A.459","→","roccqqck","df.columns.values 或",NA,2019-12-12 17:56:00
"106","M.1576133066.A.459","→","roccqqck","df.columns.values.to_numpy()",NA,2019-12-12 17:56:00
"107","M.1576133066.A.459","→","roccqqck","會輸出numpy",NA,2019-12-12 17:56:00
"108","M.1576133066.A.459","→","roccqqck","阿你是要contains吧 當我沒說",NA,2019-12-12 18:00:00
"109","M.1576133066.A.459","→","CaptPlanet","df.filter(regex=“A”, axis=1)",NA,2019-12-12 18:02:00
"110","M.1576133066.A.459","→","CaptPlanet","要濾出來的 column name 就在最後加 .columns",NA,2019-12-12 18:03:00
"111","M.1576120924.A.6CE","推","wargods8402","7777",NA,2019-12-12 19:45:00
"112","M.1576048704.A.A1C","推","didihung","symbolic link?",NA,2019-12-11 15:22:00
"113","M.1576048704.A.A1C","→","didihung","把你要當套件使用的資料夾 ln -s 到環境的 site-package",NA,2019-12-11 15:23:00
"114","M.1576048704.A.A1C","推","didihung","你後來有補充其他資訊，我的方法應該不是你要的>",NA,2019-12-11 15:44:00
"115","M.1576048704.A.A1C","推","TuCH","要切換環境之前要 source activate <myenv>",NA,2019-12-11 16:03:00
"116","M.1576048704.A.A1C","推","roccqqck","activate後再install 套件才會在那個環境",NA,2019-12-11 16:05:00
"117","M.1576048704.A.A1C","推","poototo","先conda activate，在該環境下conda install",NA,2019-12-11 23:00:00
"118","M.1576048704.A.A1C","推","TuCH","切換環境後 pip 也會在新的環境",NA,2019-12-13 08:27:00
"119","M.1576047746.A.BB7","→","roccqqck","創虛擬比較簡單 不用降其他東西版本",NA,2019-12-11 16:02:00
"120","M.1576047746.A.BB7","→","roccqqck","conda create -n tfenv python=3.7 tensorflow-gpu=2.0",NA,2019-12-11 16:03:00
"121","M.1576047746.A.BB7","→","roccqqck","create時也可以後面加個anaconda 把整包一起裝到虛擬環",NA,2019-12-11 16:06:00
"122","M.1576047746.A.BB7","→","roccqqck","境",NA,2019-12-11 16:06:00
"123","M.1576047746.A.BB7","推","roccqqck","以後更新爆掉了話 也可以整個砍掉重來",NA,2019-12-11 16:10:00
"124","M.1576047746.A.BB7","推","wargods8402","借問 創虛擬環境不會很混亂嗎...？",NA,2019-12-11 16:12:00
"125","M.1576047746.A.BB7","→","roccqqck","base才混亂吧",NA,2019-12-11 16:43:00
"126","M.1576047746.A.BB7","→","roccqqck","舊project 套件版本更新後就error 或套件之間不相容 不",NA,2019-12-11 16:45:00
"127","M.1576047746.A.BB7","→","roccqqck","用虛擬環境超容易爛掉的",NA,2019-12-11 16:45:00
"128","M.1576047746.A.BB7","推","TuCH","學會創個虛擬環境可以減少很多災難XDDD",NA,2019-12-11 16:48:00
"129","M.1576047746.A.BB7","→","roccqqck","pip install有時候會安裝完才跟你說不相容 超可怕",NA,2019-12-11 16:50:00
"130","M.1576047746.A.BB7","→","brad0315","經過這次有煩到，會乖乖裝虛擬QQ",NA,2019-12-11 17:51:00
"131","M.1576047746.A.BB7","→","lionell","官方版的話，github上fo20225有編好的whl",NA,2019-12-11 20:40:00
"132","M.1576047746.A.BB7","→","lionell","不過都是搭配最新的cuda跟cudnn，可以參考看看",NA,2019-12-11 20:41:00
"133","M.1576047746.A.BB7","推","s860134","可以試試 pipenv",NA,2019-12-12 01:34:00
"134","M.1576047746.A.BB7","噓","yoyololicon","用anaconda不創虛擬環境 excuse me WTF",NA,2019-12-14 12:51:00
"135","M.1576003507.A.B87","推","papple23g","可以用字典{ y1:x1 , y2:x2 ... }加上update方法",NA,2019-12-11 13:01:00
"136","M.1575993857.A.89B","→","CaptPlanet","要先做 encoding 比較常用的是 one-hot 或 label enco",NA,2019-12-11 11:17:00
"137","M.1575993857.A.89B","→","CaptPlanet","ding 不過還是得看你資料的特性去做對應的轉換，才能",NA,2019-12-11 11:17:00
"138","M.1575993857.A.89B","→","CaptPlanet","夠保留住特徵中的重要資訊",NA,2019-12-11 11:17:00
"139","M.1575979476.A.935","→","gmccntzx1","因為那是一個 instance method ，要把物件建立出來後才",NA,2019-12-10 22:21:00
"140","M.1575979476.A.935","→","gmccntzx1","能呼叫。從你第一張圖來看，你已經用 `JIRA` 建立出一",NA,2019-12-10 22:21:00
"141","M.1575979476.A.935","→","gmccntzx1","個物件叫做 `auth_jira` 了，所以要寫成",NA,2019-12-10 22:22:00
"142","M.1575979476.A.935","→","gmccntzx1","`auth_jira.create_issue(...)` 才對",NA,2019-12-10 22:23:00
"143","M.1575979476.A.935","→","WEight22","原來如此，我懂了，謝謝前輩指教，祝大大一生平安",NA,2019-12-11 07:42:00
"144","M.1575907287.A.83D","推","wennie0433","斜線換成//",NA,2019-12-10 01:05:00
"145","M.1575907287.A.83D","→","CaptPlanet","寫路徑建議用os.path.join",NA,2019-12-10 09:26:00
"146","M.1575907287.A.83D","推","TitanEric","字串可以用format格式化",NA,2019-12-10 10:19:00
"147","M.1575907287.A.83D","→","james732","有個pathlib也可以參考看看",NA,2019-12-10 22:26:00
"148","M.1575803089.A.43C","推","yummy8765","推",NA,2019-12-08 23:18:00
"149","M.1575803089.A.43C","推","cuteSquirrel","推",NA,2019-12-09 00:24:00
"150","M.1575803089.A.43C","推","TuCH","受益良多",NA,2019-12-09 09:02:00
"151","M.1575803089.A.43C","推","hongyan","學到了。謝謝分享",NA,2019-12-09 12:19:00
"152","M.1575803089.A.43C","推","froce","推，生成器真的很好用。",NA,2019-12-10 07:43:00
"153","M.1575803089.A.43C","推","wargods8402","推...",NA,2019-12-10 14:03:00
"154","M.1575803089.A.43C","推","kangapoo","優文給推",NA,2019-12-11 14:55:00
"155","M.1575800145.A.10E","→","Jyery","Image變數換個名字試試？",NA,2019-12-08 23:23:00
"156","M.1575800145.A.10E","→","CaptPlanet","檢查一下拍照之後圖片的位置吧 Except 那裡把 error p",NA,2019-12-09 09:23:00
"157","M.1575800145.A.10E","→","CaptPlanet","rint 出來看看",NA,2019-12-09 09:23:00
"158","M.1575800145.A.10E","→","sky14785214","可以了 不小心提前關閉攝影機了 感謝各位幫忙",NA,2019-12-09 15:26:00
"159","M.1575737845.A.BFD","→","benson415","https://git.io/JeyAa",NA,2019-12-08 03:46:00
"160","M.1575737845.A.BFD","→","benson415","這邊提供兩個方法，其中方法二比較scalable",NA,2019-12-08 03:55:00
"161","M.1575737845.A.BFD","→","oo855050","好的非常感謝benson大～晚點試試",NA,2019-12-08 09:39:00
"162","M.1575737845.A.BFD","→","oo855050","非常感謝B大唷^_^ 已成功",NA,2019-12-08 21:25:00
"163","M.1575647585.A.6BC","推","karta0910489","singleton？",NA,2019-12-07 17:33:00
"164","M.1575647585.A.6BC","→","ling87220","不好意思想問Singleton詳細上的概念",NA,2019-12-08 00:00:00
"165","M.1575647585.A.6BC","→","benson415","說真的你給的資訊實在讓人難以詳細幫你;(",NA,2019-12-08 03:57:00
"166","M.1575647585.A.6BC","→","benson415","一個DNN Model可以從小至約200MB大至30GB或以上",NA,2019-12-08 03:59:00
"167","M.1575647585.A.6BC","→","benson415","不是要調整你的code就是要scale up你的instance",NA,2019-12-08 04:02:00
"168","M.1575647585.A.6BC","→","refusekkk","就不用heroku阿...自己架server",NA,2019-12-09 21:39:00
"169","M.1575624119.A.9D8","推","sherees","你可以把try except寫在b, c裡面",NA,2019-12-06 17:37:00
"170","M.1575624119.A.9D8","推","benson415","如果要中斷，何不raise error?",NA,2019-12-06 19:43:00
"171","M.1575624119.A.9D8","→","stucode","因為你 except 把例外攔下來了，想讓它向外傳播的話",NA,2019-12-06 23:13:00
"172","M.1575624119.A.9D8","→","stucode","在最外層或你想處理例外的地方 try except 就好",NA,2019-12-06 23:13:00
"173","M.1575624119.A.9D8","→","stucode","如果想在中間做些 logging 可以先攔下來再 re-raise",NA,2019-12-06 23:13:00
"174","M.1575624119.A.9D8","→","benson415","按照你的寫法，印出來的確實是會這樣沒錯。如果真的",NA,2019-12-07 22:03:00
"175","M.1575624119.A.9D8","→","benson415","想中斷又不大改的話就是直接在test3裡面把except裡的p",NA,2019-12-07 22:03:00
"176","M.1575624119.A.9D8","→","benson415","rint(e)改成raise e",NA,2019-12-07 22:03:00
"177","M.1575622977.A.49A","推","TitanEric","沒有物件怎麼有self",NA,2019-12-06 18:13:00
"178","M.1575622977.A.49A","推","hongyan","包在class的函數才需要加self",NA,2019-12-06 18:28:00
"179","M.1575622977.A.49A","推","garyl62327","Class 的 member function 才需要加上 self，這個self",NA,2019-12-09 08:07:00
"180","M.1575622977.A.49A","→","garyl62327"," 相當於是物件本身，用c++的角度來看就是*this的意思",NA,2019-12-09 08:07:00
"181","M.1575552788.A.C79","推","s4028600","第2行應該是print(a[0],end='')",NA,2019-12-06 04:08:00
"182","M.1575552788.A.C79","→","s4028600","第4行是把n放到%d嗎？",NA,2019-12-06 04:09:00
"183","M.1575552788.A.C79","推","k12795","回一樓 樓主這樣寫就少打三個符號啊",NA,2019-12-06 04:37:00
"184","M.1575552788.A.C79","推","s4028600","我如果用樓主的會報錯所以才改成那樣",NA,2019-12-06 04:50:00
"185","M.1575552788.A.C79","推","k12795","看了一下error 因為end要接none或者str 不能接int所以這",NA,2019-12-06 04:57:00
"186","M.1575552788.A.C79","→","k12795","個例子會錯這樣",NA,2019-12-06 04:57:00
"187","M.1575552788.A.C79","推","yangs0618"," https://i.imgur.com/HJvTGZa.jpg 也可以這樣",NA,2019-12-06 10:17:00
"188","M.1575552788.A.C79","推","tttkkk","推樓上解法  學到一招",NA,2019-12-06 10:47:00
"189","M.1575552788.A.C79","推","tttkkk","print(*a) 等於 print(1, 2, 3, 4, 5)",NA,2019-12-06 10:52:00
"190","M.1575552788.A.C79","→","k12795","酷",NA,2019-12-06 14:34:00
"191","M.1575552788.A.C79","→","ddavid","對耶，有*a這招XD",NA,2019-12-06 18:35:00
"192","M.1575552788.A.C79","→","ddavid","python用zip跟*可以搞一堆奇奇怪怪的組裝處理XD",NA,2019-12-06 18:36:00
"193","M.1575552788.A.C79","→","ddavid","然後不能接數字那個問題可以用str(a[0])解決，雖然就會感",NA,2019-12-06 18:38:00
"194","M.1575552788.A.C79","→","ddavid","覺print(a[0], end='')會比print(end=str(a[0]))來得好，",NA,2019-12-06 18:39:00
"195","M.1575552788.A.C79","→","ddavid","雖然可以拿到同樣效果，但前者在「意義上」比較正確",NA,2019-12-06 18:39:00
"196","M.1575552788.A.C79","推","cuteSquirrel","推 *, unpack 好用的運算子, 拿來傳參數也很方便",NA,2019-12-06 21:54:00
"197","M.1575552788.A.C79","→","penut85420","修一下原文，個人比較偏好 f string 的寫法",NA,2019-12-06 23:00:00
"198","M.1575552788.A.C79","推","s4028600","那個f就真的不懂意思了 有保留原文嗎",NA,2019-12-08 06:45:00
"199","M.1575552788.A.C79","推","ddavid","樓上，這是3.6版的新格式化字串用法，參考：",NA,2019-12-10 04:38:00
"200","M.1575552788.A.C79","→","ddavid","http://zetcode.com/python/fstring/",NA,2019-12-10 04:38:00
"201","M.1575552788.A.C79","→","ddavid","簡單來說f接的字串裡面，可以用大括號直接夾著一個算式，",NA,2019-12-10 04:40:00
"202","M.1575552788.A.C79","→","ddavid","python會evaluate其值來取代那個大括號",NA,2019-12-10 04:41:00
"203","M.1575552788.A.C79","推","grey1001","又學到幾招，教學內容大多都還是用% 或{}",NA,2019-12-13 11:21:00
"204","M.1575551148.A.271","推","s4028600","只是因為我那篇在實驗各位解法的時候 發現我的列表和我",NA,2019-12-06 03:51:00
"205","M.1575551148.A.271","→","s4028600","的問題不一樣所以才在下面補充列表 實際上已經解決 不過",NA,2019-12-06 03:51:00
"206","M.1575551148.A.271","→","s4028600","有各種解法也很好",NA,2019-12-06 03:51:00
"207","M.1575551148.A.271","推","s4028600","你這個很好理解 雖然奇數不加逗號我想不出用在哪裡 目前",NA,2019-12-06 04:00:00
"208","M.1575551148.A.271","→","s4028600","只用在爬蟲就是了",NA,2019-12-06 04:00:00
"209","M.1575547383.A.F49","→","s4028600","是因為後來發現列表方式不同才只能用for的 不過突然冒出",NA,2019-12-06 03:37:00
"210","M.1575547383.A.F49","→","s4028600","好多解法 有些消化困難...",NA,2019-12-06 03:37:00
"211","M.1575547383.A.F49","推","ddavid","問題原Po如果真的卡住需要細節思路解說的話可以回應一下哪",NA,2019-12-06 03:42:00
"212","M.1575547383.A.F49","→","ddavid","邊不懂，或者補充一下你實際應用情況的條件讓大家考慮哪種",NA,2019-12-06 03:43:00
"213","M.1575547383.A.F49","→","ddavid","方法會相對更適合",NA,2019-12-06 03:43:00
"214","M.1575547383.A.F49","→","s4028600","這個好複雜 腦袋一時轉不過來...",NA,2019-12-06 03:47:00
"215","M.1575547383.A.F49","推","k12795","for a,b in enumerate(list)",NA,2019-12-06 04:27:00
"216","M.1575547383.A.F49","→","k12795","list[a]是b 應該是這樣理解？",NA,2019-12-06 04:27:00
"217","M.1575547383.A.F49","推","s4028600","看不懂result += item到底是怎麼做出這種效果的...",NA,2019-12-06 04:27:00
"218","M.1575547383.A.F49","推","s4028600","k12795 應該就是這樣 只是看不懂result是怎麼弄的 似乎",NA,2019-12-06 04:34:00
"219","M.1575547383.A.F49","→","s4028600","是正表達式？",NA,2019-12-06 04:34:00
"220","M.1575547383.A.F49","推","k12795","跟表達式無關 a+=b等效於a=a+b 這個c++也有",NA,2019-12-06 04:42:00
"221","M.1575547383.A.F49","推","s4028600","突然懂了 這種寫法好特殊...",NA,2019-12-06 04:56:00
"222","M.1575547383.A.F49","推","yangs0618","a+=b 跟a=a+b在a,b是list的時候不會等效呦",NA,2019-12-06 18:21:00
"223","M.1575547383.A.F49","推","frank910138","推這個，我也寫這樣",NA,2019-12-06 18:25:00
"224","M.1575532041.A.07F","推","s4028600","這個少了if的樣子",NA,2019-12-06 04:15:00
"225","M.1575532041.A.07F","推","k12795","for 後面+else表示的是迴圈沒被break結束之後做 不過這段",NA,2019-12-06 04:52:00
"226","M.1575532041.A.07F","→","k12795","代碼我試了好像也錯0.0",NA,2019-12-06 04:52:00
"227","M.1575532041.A.07F","→","TuCH","沒錯喔 我複製貼上是可以run的",NA,2019-12-06 08:11:00
"228","M.1575532041.A.07F","推","k12795","用電腦試過之後確實是對的抱歉 昨天睡前用手機可能哪裡寫",NA,2019-12-06 14:33:00
"229","M.1575532041.A.07F","→","k12795","錯",NA,2019-12-06 14:33:00
"230","M.1575532041.A.07F","推","s4028600","我的還是會錯 不明原因https://i.imgur.com/tDZhmUD.jpg",NA,2019-12-06 20:34:00
"231","M.1575532041.A.07F","推","ddavid","關鍵應該是某些終端機不吃backspace的處理",NA,2019-12-06 21:47:00
"232","M.1575532041.A.07F","→","ddavid","不是所有終端機都有處理游標位移相關的控制碼",NA,2019-12-06 21:48:00
"233","M.1575532041.A.07F","→","ddavid","所以這招我不會很喜歡用，因為不同地方可能結果不同",NA,2019-12-06 21:49:00
"234","M.1575532041.A.07F","→","ddavid","試了一下，Windows 10的command line就失敗了XD",NA,2019-12-06 21:51:00
"235","M.1575532041.A.07F","→","ddavid","另外其實反正就是迴圈跑完要加印一次'\b'，單以這個例子而",NA,2019-12-06 21:52:00
"236","M.1575532041.A.07F","→","ddavid","言else其實是不需要的啊，反正做一次就對了",NA,2019-12-06 21:52:00
"237","M.1575530397.A.3B9","→","yummy8765","這個是之前學其他語言的用法+1",NA,2019-12-05 21:45:00
"238","M.1575529336.A.38B","推","cuteSquirrel","推 list comprehension",NA,2019-12-05 19:18:00
"239","M.1575529336.A.38B","推","k12795","倒數第二個可以講解一下邏輯順序嗎 越想越亂",NA,2019-12-06 04:19:00
"240","M.1575529336.A.38B","推","s4028600","我想應該是將1到100 loop到i 然後條件1 iニ餘數等於0",NA,2019-12-06 04:43:00
"241","M.1575529336.A.38B","→","s4028600","條件2 i>50 不然就打印0",NA,2019-12-06 04:44:00
"242","M.1575529336.A.38B","推","k12795","主要是好奇if else for 擺放位置的差別",NA,2019-12-06 05:05:00
